Timestamp (ms),Humidity (%),Temperature (°C),Temperature (°F)
10524000,43.78,25.04,77.06
10526000,45.7,24.5,76.1
10528000,45.74,24.35,75.83
10530000,44.51,24.48,76.06
10532000,42.69,25.1,77.18
10534000,44.97,25.48,77.87
10536000,40.86,24.68,76.43
10538000,43.73,24.6,76.27
10540000,46.38,24.1,75.37
10542000,44.31,24.71,76.48
10544000,44.86,25.36,77.65
10546000,44.3,23.83,74.89
10548000,42.93,24.65,76.38
10550000,42.96,24.01,75.21
10552000,45.98,24.77,76.58
10554000,46.52,24.48,76.06
10556000,44.25,25.65,78.16
10558000,45.49,25.04,77.07
10560000,43.33,24.64,76.35
10562000,45.12,25.9,78.61
10564000,43.95,24.34,75.81
10566000,44.76,24.97,76.94
10568000,45.62,24.87,76.77
10570000,44.87,25.25,77.45
10572000,41.92,24.82,76.68
10574000,45.98,25.48,77.87
10576000,46.5,24.78,76.61
10578000,43.52,25.2,77.35
10580000,43.36,25.21,77.38
10582000,44.44,25.91,78.64
10584000,45.3,24.26,75.66
10586000,47.69,25.3,77.53
10588000,46.09,25.59,78.06
10590000,46.35,25.05,77.09
10592000,43.21,24.62,76.32
10594000,48.1,24.7,76.46
10596000,44.35,24.42,75.95
10598000,48.84,24.57,76.23
10600000,44.44,24.68,76.43
10602000,43.21,25.06,77.11
10604000,44.92,25.43,77.78
10606000,45.11,25.41,77.73
10608000,43.93,25.25,77.45
10610000,43.69,26.2,79.16
10612000,45.08,24.63,76.33
10614000,44.16,25.45,77.82
10616000,45.96,24.54,76.17
10618000,44.1,25.39,77.71
10620000,44.84,24.1,75.39
10622000,47.75,23.39,74.1
10624000,46.56,24.66,76.39
10626000,42.82,24.48,76.07
10628000,44.79,24.45,76.01
10630000,44.83,23.91,75.05
10632000,43.33,24.84,76.72
10634000,44.76,25.22,77.4
10636000,47.0,25.78,78.4
10638000,45.35,24.98,76.96
10640000,45.02,25.03,77.06
10642000,42.09,24.25,75.65
10644000,41.96,25.56,78.0
10646000,46.27,23.68,74.62
10648000,45.08,25.96,78.72
10650000,45.9,24.76,76.58
10652000,45.1,25.07,77.13
10654000,46.81,25.56,78.01
10656000,45.64,24.36,75.85
10658000,46.14,25.07,77.13
10660000,45.02,25.08,77.14
10662000,43.46,25.57,78.02
10664000,46.73,25.03,77.06
10666000,45.06,25.29,77.52
10668000,44.95,25.08,77.14
10670000,47.43,25.12,77.21
10672000,44.63,26.2,79.16
10674000,46.87,24.86,76.75
10676000,44.84,25.1,77.17
10678000,45.49,25.65,78.16
10680000,44.4,25.49,77.89
10682000,49.47,24.39,75.91
10684000,44.33,25.02,77.04
10686000,43.35,24.84,76.72
10688000,43.97,24.72,76.49
10690000,43.46,25.32,77.57
10692000,41.97,26.22,79.2
10694000,43.46,24.41,75.94
10696000,44.75,25.31,77.55
10698000,43.1,24.87,76.77
10700000,47.64,25.81,78.46
10702000,41.01,24.44,75.99
10704000,42.96,24.42,75.96
10706000,44.6,24.96,76.93
10708000,46.46,24.74,76.53
10710000,42.64,24.77,76.58
10712000,44.8,25.24,77.44
10714000,42.94,25.2,77.37
10716000,44.22,25.75,78.35
10718000,44.98,25.38,77.68
10720000,45.31,24.32,75.78
10722000,45.78,25.83,78.5
10724000,43.28,24.66,76.39
10726000,45.04,25.48,77.87
10728000,46.95,25.33,77.6
10730000,45.04,26.14,79.05
10732000,44.41,23.91,75.04
10734000,43.48,25.36,77.65
10736000,43.56,25.73,78.32
10738000,44.94,24.77,76.59
10740000,45.79,25.53,77.95
10742000,43.93,25.12,77.21
10744000,45.09,25.05,77.09
10746000,45.26,25.1,77.19
10748000,47.89,25.44,77.78
10750000,42.9,25.26,77.46
10752000,46.75,24.67,76.41
10754000,46.23,25.17,77.3
10756000,44.92,24.72,76.49
10758000,46.48,24.08,75.34
10760000,42.61,24.82,76.68
10762000,44.49,25.59,78.07
10764000,46.88,25.07,77.12
10766000,43.65,24.78,76.61
10768000,46.56,25.44,77.79
10770000,45.12,24.64,76.36
10772000,44.97,24.7,76.47
10774000,47.87,24.69,76.43
10776000,44.97,25.42,77.75
10778000,46.65,25.14,77.25
10780000,45.37,24.64,76.35
10782000,46.05,25.09,77.17
10784000,45.12,25.8,78.44
10786000,44.22,24.37,75.87
10788000,43.62,24.63,76.33
10790000,46.34,25.22,77.39
10792000,45.69,24.06,75.31
10794000,45.3,24.73,76.52
10796000,45.88,24.47,76.05
10798000,41.81,26.2,79.17
